pull_request_url,comment_id,diff_hunk
https://api.github.com/repos/anmonteiro/lumo/pulls/263,137941775,"@@ -311,52 +312,94 @@   string   (-foreign? [this] false)   (-closure-lib? [this] false)-  (-url [this] nil)-  (-relative-path [this] nil)-  (-provides [this] (:provides (deps/parse-js-ns (string/split-lines this))))+  (-url+    ([this] nil)+    ([this _] nil))+  (-relative-path+    ([this] nil)+    ([this _] nil))+  (-provides [this]+    (let [{:keys [provides]} (deps/parse-js-ns (string/split-lines this))]+      (cond-> provides+        (empty? provides)+        (conj (util/content-sha this 7)))))   (-requires [this] (:requires (deps/parse-js-ns (string/split-lines this))))-  (-source [this] this)+  (-source+    ([this] this)+    ([this _] this))    cljs.core/PersistentHashMap   (-foreign? [this] (:foreign this))   (-closure-lib? [this] (:closure-lib this))-  (-url [this] (or (:url this)-                   (:file this)))-  (-relative-path [this] (let [file (:file this)]-                           (if (and file (not (js/$$LUMO_GLOBALS.path.isAbsolute file)))-                             (:file this))))+  (-url+    ([this] (deps/-url this nil))+    ([this opts]+     (let [[url file] (if-let [url-min (and (#{:advanced :simple} (:optimizations opts))+                                            (:url-min this))]+                        [url-min (:file-min this)]+                        [(:url this) (:file this)])]+       (or url file))))+  (-relative-path+    ([this] (deps/-relative-path this nil))+    ([this opts]+     (let [file (if-let [file-min (and (#{:advanced :simple} (:optimizations opts))+                                       (:file-min this))]+                  file-min+                  (:file this))]+       (when (and file (not (js/$$LUMO_GLOBALS.path.isAbsolute file)))"
https://api.github.com/repos/anmonteiro/lumo/pulls/259,137955176,"@@ -61,7 +61,9 @@                                              '{string clojure.string})]         (is-contains-completion ""str"" ""string/"")         (is-contains-completion ""(str"" ""(string/"")-        (is-contains-completion ""(set"" ""(set/"" not))+        (is-contains-completion ""(set"" ""(set/"" not)+        (testing ""LUMO-258""+          (is-contains-completion ""string/ends"" ""string/ends-with?"")))"
https://api.github.com/repos/anmonteiro/lumo/pulls/265,138491483,"@@ -37,15 +37,19 @@ (defn build   ""Given a source which can be compiled, produce runnable JavaScript.""   ([source opts]-   (build source opts-     (env/default-compiler-env-       (closure/add-externs-sources opts))))+   (build source opts (fn [& args] args)))   ([source opts compiler-env]+   (build source opts compiler-env (fn [& args] args)))+  ([source opts compiler-env cb]"
https://api.github.com/repos/anmonteiro/lumo/pulls/269,139275635,"@@ -2325,7 +2325,10 @@                                                                     (util/mkdirs outfile)                                                                     (spit outfile (slurp (io/resource ""cljs/bootstrap_node.js"")))))                                                                 (reset! cljs/*loaded* runtime-loaded)-                                                                ret)))))))))))))])))))))))))+                                                                ret)))))))))))))]+                     (assert (and (seq sources) (instance? JavaScriptFile (first sources)))"
https://api.github.com/repos/anmonteiro/lumo/pulls/275,140374808,"@@ -28,7 +28,14 @@ script: - yarn test - boot test - boot release-ci-- ./build/lumo -c src/test/cljs:src/test/lumo:src/test/cljs_cp scripts/lumo_test.cljs --test-cli-option true+- boot -qPB with-cp --write --file cp |"
https://api.github.com/repos/anmonteiro/lumo/pulls/279,140945946,"@@ -103,7 +104,18 @@       (is-contains-completion ""(MER"" ""(merge""))     (testing ""JS completions""       (is-contains-completion ""(require 'goog.m"" ""(require 'goog.math"")-      (is-contains-completion ""g/isF"" ""g/isFunction""))))+      (is-contains-completion ""g/isF"" ""g/isFunction""))+    (testing ""Spec completions""+      (testing ""namespace fully qualified completion""+        (s/def ::a-spec string?)+        (is-contains-completion "":lumo.repl-tests/"" "":lumo.repl-tests/a-spec"")+        (reset! s/registry-ref {}))+      (testing ""arbitrary fully qualified keyword""+        (s/def :arbitrary/a-spec string?)+        (is-contains-completion "":arbitrary/"" "":arbitrary/a-spec"")+        (reset! s/registry-ref {})))))"
https://api.github.com/repos/anmonteiro/lumo/pulls/300,150084854,"@@ -10,36 +10,108 @@ import JSZip from 'jszip'; import ArrayStream from './array-stream'; import * as util from './util'; -function inferNodeModulesClasspathLibs(): string[] {-  const result = [];+type PackageJsonType = {|"
https://api.github.com/repos/anmonteiro/lumo/pulls/318,152901405,"@@ -376,12 +376,39 @@     (testing "":optimizations :none""       (test/delete-out-files out)       (is (nil? (build/build-                  (path/join root ""test_check"")-                  {:main 'hello-                   :optimizations :none-                   :output-to out}-                  (env/default-compiler-env))) ""It should successfully compile with :optimizations :none"")-        (test/delete-out-files out))))+                 (path/join root ""test_check"")+                 {:main 'test-check.summary.core+                  :optimizations :none+                  :output-to out}+                 (env/default-compiler-env))) ""It should successfully compile with :optimizations :none"")+      (test/delete-out-files out))))++(deftest lumo-308-test+  (let [out (path/join (test/tmp-dir) ""lumo-308-test-out"")+        root ""src/test/cljs_build""+        warning-handlers [(fn [warning-type env extra]+                            (let [w (warning-type ana/*cljs-warnings*)+                                  err (ana/error-message warning-type extra)]+                              (println ""WARNING:"" (ana/message env err))+                              (is (nil? warning-type) ""when compiling twice, it should not emit a WARNING for cljs.spec.test.alpha/instrument the second time"")))]]+    (testing ""correctly cljs.js/ns-side-effects on read analysis cache""+      (test/delete-out-files out)+      (build/build+       (path/join root ""instrument"")+       {:main 'test-check.instrument.core"
https://api.github.com/repos/anmonteiro/lumo/pulls/323,154615844,"@@ -2255,83 +2255,67 @@     (let [opts  (cond-> opts                   (= (:verbose opts :not-found) :not-found)                   (assoc :verbose true))-          paths (map #(Paths/get (.toURI %)) (-paths source))-          path  (first paths)-          fs    (.getFileSystem path)-          srvc  (.newWatchService fs)]+          paths (if (seq? source)+                  source (vector source))+          throttling? (atom false)]       (letfn [(buildf []                 (try-                  (let [start (System/nanoTime)]+                  (let [start (.getTime (new js/Date))]                     (build source opts compiler-env)                     (println ""... done. Elapsed""-                      (/ (unchecked-subtract (System/nanoTime) start) 1e9) ""seconds"")-                    (flush))+                      (/ (- (.getTime (new js/Date)) start) 1e3) ""seconds""))                   (when-let [f (:watch-fn opts)]                     (f))-                  (catch Throwable e+                  (catch js/Error e                     (if-let [f (:watch-error-fn opts)]                       (f e)-                      (binding [*out* *err*]-                        (println (Throwables/getStackTraceAsString e)))))))-              (watch-all [^Path root]-                (Files/walkFileTree root-                  (reify-                    FileVisitor-                    (preVisitDirectory [_ dir _]-                      (let [^Path dir dir]-                        (. dir-                          (register srvc-                            (into-array [StandardWatchEventKinds/ENTRY_CREATE-                                         StandardWatchEventKinds/ENTRY_DELETE-                                         StandardWatchEventKinds/ENTRY_MODIFY])-                            (into-array [SensitivityWatchEventModifier/HIGH]))))-                      FileVisitResult/CONTINUE)-                    (postVisitDirectory [_ dir exc]-                      FileVisitResult/CONTINUE)-                    (visitFile [_ file attrs]-                      FileVisitResult/CONTINUE)-                    (visitFileFailed [_ file exc]-                      FileVisitResult/CONTINUE))))]+                      (binding [*print-fn* *print-err-fn*]+                        (println e))))))+              (watch-all [root]+                (.watch fs root #js {:recursive true}+                        (fn [change fstr]+                          (let [rel-path (.join path root fstr)]+                            (when (and (.existsSync fs rel-path)+                                       (or (. fstr (endsWith ""cljc""))+                                           (. fstr (endsWith ""cljs""))+                                           (. fstr (endsWith ""clj""))+                                           (. fstr (endsWith ""js"")))+                                       (not (. fstr (startsWith "".#""))))+                              (when (and (or (. fstr (endsWith ""cljc""))+                                             (. fstr (endsWith ""clj"")))+                                         (not (. fstr (startsWith "".#""))))+                                (let [ns (-> rel-path+                                             lana/parse-ns :ns)]+                                  ;; FIX: this require offends two specs+                                  ;; (require ns :reload)+                                  (-> (cljs-dependents-for-macro-namespaces compiler-env [ns])+                                      (mark-cljs-ns-for-recompile! (:output-dir opts)))))+                              (when-not @throttling?+                                (reset! throttling? true)+                                (js/setTimeout+                                 (fn [_]+                                   (println ""Change detected, recompiling ..."")+                                   (reset! throttling? false)+                                   (buildf))+                                 300)))))))+              (recur-dirs [dir cb]+                (cb dir)+                (.readdir fs dir"
https://api.github.com/repos/anmonteiro/lumo/pulls/334,158326430,"@@ -646,6 +646,59 @@   ""Wrap wfn around all (fn) values in fns hashmap.""   (into {} (for [[k v] fns] [k (wfn v)]))) +;; --------------------+;; REPL upgrade++(deftype ^:private SuspensionRequest [f])++(defn suspension-request? [x] (instance? SuspensionRequest x))++(defn suspension-request [f] (SuspensionRequest. f))++(defprotocol AsyncReader+  ""Asynchronous stream of strings.""+  (read-chars [r f] ""Calls f with a string or nil (EOF)"")+  (pushback [r s] ""Unread s""))++(defn yield-control [suspension-request async-reader resume-cb]+  ((.-f suspension-request) async-reader resume-cb))++(defn- create-async-pipe []+  (let [front #js []+        back #js []+        cb (volatile! nil)+        spill! #(loop []+                  (when-some [s (.pop back)]+                    (do (.push front s) (recur))))]+    #js [(fn "
https://api.github.com/repos/anmonteiro/lumo/pulls/333,161361148,"@@ -1445,12 +1445,14 @@           ns-alias (second (re-find #""\(*(\b[a-zA-Z-.<>*=&?]+)/[a-zA-Z-]*$"" line))           line-match-suffix (first (re-find #"":?([a-zA-Z-.<>*=&?]*|^\(/)$"" line))           line-prefix (subs line 0 (- (count line) (count line-match-suffix)))-          completions (reduce (fn [ret item]-                                (doto ret-                                  (.push (str line-prefix item))))+          completions (if (empty? line-match-suffix)"
https://api.github.com/repos/anmonteiro/lumo/pulls/337,163975425,"@@ -1437,20 +1441,27 @@            (map str (keys special-doc-map))            (map str (keys repl-special-doc-map))))]))) +(def ^{:private true+       :doc ""The symbol detection regex.++This was taken from the reader specification plus tests at the Clojure REPL.""}+  completion-symbol-regex ""[a-zA-Z-.<>_*=&?$%!]{1}[a-zA-Z0-9-.<>_*=&?%$!']*"")+ (defn ^:export get-completions   [line cb]   (if-some [js-matches (re-find #""js/(\S*)$"" line)]     (js/$$LUMO_GLOBALS.getJSCompletions line (second js-matches) cb)     (let [top-level? (boolean (re-find #""^\s*\(\s*[^()\s]*$"" line))-          ns-alias (second (re-find #""\(*(\b[a-zA-Z-.<>*=&?]+)/[a-zA-Z-]*$"" line))-          line-match-suffix (first (re-find #"":?([a-zA-Z-.<>*=&?]*|^\(/)$"" line))+          skip-suffix-check? (or (= ""("" line) (string/ends-with? line ""/"") (empty? line))+          ns-alias (second (re-find (js/RegExp. (str ""\\(*(\\b"" completion-symbol-regex "")/[a-zA-Z-]*$"")) line))+          line-match-suffix (first (re-find (js/RegExp. (str ""^:$|:?("" completion-symbol-regex ""|^\\(/)$"")) line))           line-prefix (subs line 0 (- (count line) (count line-match-suffix)))           completions (reduce (fn [ret item]                                 (doto ret                                   (.push (str line-prefix item))))-                        #js []-                        (filter #(is-completion? line-match-suffix %)-                          (completion-candidates top-level? ns-alias)))]+                              #js []+                              (filter #(or skip-suffix-check? (is-completion? line-match-suffix %))"
https://api.github.com/repos/anmonteiro/lumo/pulls/367,172271405,"@@ -6,7 +6,7 @@ const os = require('os'); const zlib = require('zlib'); const embed = require('./embed'); -const nodeVersion = '9.2.0';+const nodeVersion = process.argv.slice(2)[0];"
https://api.github.com/repos/anmonteiro/lumo/pulls/372,173272361,"@@ -119,6 +119,10 @@ To build Lumo from source: 3. The resulting binary can be found in `build/lumo` (or `build\lumo.exe` if you're on Windows). +## Contributing++Head to [CONTRIBUTING.md](https://raw.githubusercontent.com/anmonteiro/lumo/master/CONTRIBUTING.md)."
https://api.github.com/repos/anmonteiro/lumo/pulls/313,178175030,"@@ -0,0 +1,136 @@+Running Lumo+============++Simply enter ``lumo`` at the command prompt to start up a Lumo REPL::++  $ lumo+  Lumo 1.8.0-beta+  ClojureScript 1.9.927+  Node.js v8.5.0+   Docs: (doc function-name-here)+         (find-doc ""part-of-name-here"")+   Source: (source function-name-here)+   Exit: Control+D or :cljs/quit or exit++  cljs.user=>++If you are familiar with the standard Clojure REPL, this is much the same.+You enter ClojureScript expressions, and they are evaulated, and the results printed.++Lumo is more than just a REPL, the ``-h`` option lists all the+available options::++  $ lumo -h+  Lumo 1.8.0-beta+  Usage:  lumo [init-opt*] [main-opt] [arg*]++    With no options or args, runs an interactive Read-Eval-Print Loop++    init options:+      -i, --init path              Load a file or resource+      -e, --eval string            Evaluate expressions in string; print+                                   non-nil values+      -c cp, --classpath cp        Use colon-delimited cp (semi-colon-delimited on+                                   Windows) for source directories and JARs+      -D dep, --dependencies dep   Use comma-separated list of dependencies to+                                   look for in the local Maven repository.+                                   Dependencies should be specified in the form+                                   `SYM:VERSION` (e.g.: foo/bar:1.2.3).+      -L path, --local-repo path   Path to the local Maven repository where Lumo+                                   will look for dependencies. Defaults to+                                   `~/.m2/repository`.+      -K, --auto-cache             Create and use .lumo_cache dir for cache+      -k, --cache path             If dir exists at path, use it for cache+      -q, --quiet                  Quiet mode; doesn't print the banner+      -v, --verbose                Emit verbose diagnostic output+      -d, --dumb-terminal          Disable line editing / VT100 terminal+                                   control+      -s, --static-fns             Generate static dispatch function calls+      -f, --fn-invoke-direct       Do not not generate `.call(null...)` calls+                                   for unknown functions, but instead direct+                                   invokes via `f(a0,a1...)`.+      -A x, --checked-arrays x     Enables checked arrays where x is either warn+                                   or error.+      -n opts, --socket-repl x     Enable a socket REPL where x is port, IP:port+                                   or JSON of the following form, where port is+                                   required:+                                   {""host"":   ""localhost"",+                                    ""port"":   12345,+                                    ""accept"": ""some.namespaced.clojure/fn"",+                                    ""args"":   [""args"", {""for"": ""the accept fn""}]}++    main options:+      -m ns-name, --main=ns-name   Call the -main function from a namespace+                                   with args+      -r, --repl                   Run a repl+      path                         Run a script from a file or resource+      -                            Run a script from standard input+      -h, -?, --help               Print this help message and exit+      -l, --legal                  Show legal info (licenses and copyrights)++    The init options may be repeated and mixed freely, but must appear before+    any main option.++    Paths may be absolute or relative in the filesystem.++Using ClojureScript Libraries+-----------------------------++Lumo can make use of ClojureScript libraries, making the code in such+libraries available to your programs.++However, Lumo is not part of the Java ecosystem, the way Clojure is.+Lumo does not run Java code, that means it can't directly access Maven+artifacts on the internet, such as downloading ClojureScript JARs from+`Clojars <https://clojars.org>`_. [#maven]_++Using Downloaded Libraries+~~~~~~~~~~~~~~~~~~~~~~~~~~++The ``-c`` (``--classpath``) option is used to specify where to search for+source code as either directories, or packaged inside JAR files.++For example, if you have previously downloaded the+`clojure/tools.cli <https://github.com/clojure/tools.cli>`_ package,+you can store it in a local project folder and tell Lumo about it::++  $ lumo -c src:lib/tools.cli-0.3.5.jar -m roll.dice --json 3d6"
https://api.github.com/repos/anmonteiro/lumo/pulls/384,182900342,"@@ -405,11 +410,25 @@ async function initSocketRepl(   const [, host, port] = socketReplArgs.match(hostAndPortRegex) || [];    try {-    const replOpts = /^{/.test(socketReplArgs)+    const parsedOpts = /^{/.test(socketReplArgs)       ? JSON.parse(socketReplArgs)       : { host, port }; -    replOpts.port = parseInt(replOpts.port, 10);+    const replOpts: ReplOptsType = {+      port: parseInt(parsedOpts.port, 10),+      host: parsedOpts.host,+    };++    // This tweak is required because the thrown error varies in different node+    // versions and jest does not allow yet to specify the snapshot name at runtime.+    // It's been worked on though, see:+    //   https://github.com/facebook/jest/pull/5838#issuecomment-382476612+    const errorMsg = `Port should be > 0 and < 65536. Received ${replOpts.port}.`;"
https://api.github.com/repos/anmonteiro/lumo/pulls/379,185586553,"@@ -227,12 +276,15 @@   ([src] (requires-analysis? src ""out""))   ([src output-dir]    (let [cache (cache-file src output-dir)]-     (requires-analysis? src cache output-dir)))+     (requires-analysis? src cache output-dir nil)))   ([src cache output-dir]+   (requires-analysis? src cache output-dir nil))+  ([src cache output-dir opts]    (cond      (util/bundled-resource? cache)      (let [path (.-src cache)]-       (if (.startsWith path ""cljs/core.cljs.cache.aot"")+       (if (or (.startsWith path ""cljs/core.cljs.cache.aot.edn"")"
https://api.github.com/repos/anmonteiro/lumo/pulls/432,226785691,"@@ -472,11 +473,12 @@ async function initSocketRepl(   try {     const parsedOpts = /^{/.test(socketReplArgs)       ? JSON.parse(socketReplArgs)-      : { host, port };+      : { host, port, accept: undefined };"
https://api.github.com/repos/anmonteiro/lumo/pulls/475,278356086,"@@ -4,6 +4,8 @@ (def +node-version+ (or (System/getenv ""BUILD_NODE_VERSION"")                         ""11.13.0"")) +(def +build-static-binary+ (System/getenv ""BUILD_STATIC_BINARY""))"
https://api.github.com/repos/anmonteiro/lumo/pulls/493,366601689,"@@ -85,9 +85,34 @@ $ docker run -it anmonteiro/lumo  ## Using Lumo -Enter `lumo` at the command line to launch it.+### Interactive ClojureScript REPL++Enter `lumo` at the command line to launch the ClojureScript REPL.++```clojure+$ npm init -y && npm i express request request-promise"
https://api.github.com/repos/arcadia-unity/Arcadia/pulls/205,101115205,"@@ -17,6 +17,14 @@   (->> (range \a \z)        (map (comp str char)))) +(def overrides+  ""Which methods of ArcadiaBehaviour should be overriden/hidden.""+  '{Awake override})++(def call-base+  ""Which overriden methods should call the base method.""+  '{Awake true})+"
https://api.github.com/repos/arcadia-unity/Arcadia/pulls/223,109456878,"@@ -0,0 +1,33 @@+﻿using UnityEngine;+using UnityEditor;++namespace Arcadia+{+    [InitializeOnLoad]+    public class ArcadiaProjectInitialization+        // Starts with an ""A"" because Editor scripts are initialized alphabetically "
https://api.github.com/repos/arcadia-unity/Arcadia/pulls/224,109531730,"@@ -108,8 +120,14 @@ public virtual void Awake() 						var nameSym = Symbol.intern(sym.Name); 						var nsSym = Symbol.intern(sym.Namespace); 						requireFn.invoke(nsSym);-						var v = Namespace.find(nsSym).FindInternedVar(nameSym);-						fnList.Add(v);+						try+						{+							var v = Namespace.find(nsSym).FindInternedVar(nameSym);+							fnList.Add(v);+						} catch (System.Exception e)+						{+							fnList.Add(null);"
https://api.github.com/repos/arcadia-unity/Arcadia/pulls/243,131527647,"@@ -1,5 +1,7 @@ (ns arcadia.core   (:require [clojure.string :as string]+            [clojure.core.server]+            [arcadia.internal.state-help]"
https://api.github.com/repos/arcadia-unity/Arcadia/pulls/380,401832617,"@@ -312,6 +352,7 @@ static void HandleMessage (BDictionary message, TcpClient client) 		{ 			var opValue = message[""op""]; 			var opString = opValue as BString;+			var autoCompletionSupportEnabled = (bool)((IPersistentMap)configVar.invoke()).valAt(Keyword.intern(""nrepl-auto-completion""));"
https://api.github.com/repos/athensresearch/athens/pulls/8,417241810,"@@ -1,23 +1,33 @@ # Contributing to Athens +If you're looking for somewhere to start contributing, check out the issues tagged with ""first issue"" found in [issues](https://github.com/athensresearch/athens/issues). If you have a specific feature that you would like to work on (for which there is no open issue yet), please let us know.+ These are mostly guidelines, not rules. Use your best judgment, and feel free to propose changes to this document in a pull request. -Please first read the [Code of Conduct](https://github.com/tangjeff0/athens/blob/master/CODE_OF_CONDUCT.md).+Before contributing, please first read the [Code of Conduct](https://github.com/tangjeff0/athens/blob/master/CODE_OF_CONDUCT.md)."
